#,id,uid,domain,cn,department,title,who,logon_count,num_logons7,num_share7,num_file7,num_ad7,num_n7,num_logons14,num_share14,num_file14,num_ad14,num_n14,num_logons30,num_share30,num_file30,num_ad30,num_n30,num_logons150,num_share150,num_file150,num_ad150,num_n150,num_logons365,num_share365,num_file365,num_ad365,num_n365,has_user_principal_name,has_mail,has_phone,flag_disabled,flag_lockout,flag_password_not_required,flag_password_cant_change,flag_dont_expire_password,owned_files,num_mailboxes,num_member_of_groups,num_member_of_indirect_groups,member_of_indirect_groups_ids,member_of_groups_ids,is_admin,is_service
11,5681,S-1-5-21-3686381713-1037878038-1682765610-6704,dev.makves.ru,Дина Баранова,Отдел продаж,Младший специалист,D.Baranova,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
12,852,S-1-5-21-3686381713-1037878038-1682765610-1857,dev.makves.ru,Александр Кравченко,Секретариат,Секретарь,A.Kravchenko,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;37;38,0,0
13,7656,S-1-5-21-3686381713-1037878038-1682765610-8693,dev.makves.ru,Яна Симонова,ИТО,Специалист технической поддержки СЕТЕЙ,Ya.Simonova,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
14,713,S-1-5-21-3686381713-1037878038-1682765610-1715,dev.makves.ru,Ефим Шамрыло,Отдел продаж,Младший специалист,E.Shamrylo,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
15,6884,S-1-5-21-3686381713-1037878038-1682765610-7916,dev.makves.ru,Ирина Панова,ОУП,Младший специалист,I.Panova,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;39;40,0,0
16,133,S-1-5-21-3686381713-1037878038-1682765610-1119,dev.makves.ru,Skorobogatov Pavel,Sales,Sales,p.skorobogatov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,57,0,0
17,7620,S-1-5-21-3686381713-1037878038-1682765610-8657,dev.makves.ru,Виктория Евсеева,Отдел закупок,Специалист по закупкам,V.Evseeva,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;47;48,0,0
18,1783,S-1-5-21-3686381713-1037878038-1682765610-2795,dev.makves.ru,Цара Смирнова,Аппарат управления,Зместитель директора,Ts.Smirnova,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
19,590,S-1-5-21-3686381713-1037878038-1682765610-1591,dev.makves.ru,Трофим Алексеев,1С ЕРП,"",T.Alekseev,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;33;34,0,0
20,773,S-1-5-21-3686381713-1037878038-1682765610-1777,dev.makves.ru,Орест Коломоец,ИТО,Специалист технической поддержки ПО,O.Kolomoets,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
21,7317,S-1-5-21-3686381713-1037878038-1682765610-8352,dev.makves.ru,Елена Бачей,ИТО,Специалист технической поддержки АРМ,E.Bachey,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
22,4932,S-1-5-21-3686381713-1037878038-1682765610-5953,dev.makves.ru,Йоханес Кулагин,ИТО,Специалист технической поддержки АРМ,Iy.Kulagin,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
23,3763,S-1-5-21-3686381713-1037878038-1682765610-4782,dev.makves.ru,Гавриил Емельянов,Отдел закупок,Специалист по закупкам,G.Emelyanov,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;47;48,0,0
24,3577,S-1-5-21-3686381713-1037878038-1682765610-4595,dev.makves.ru,Харита Силина,Отдел продаж,Менеджер по продажам,Kh.Silina,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
25,6447,S-1-5-21-3686381713-1037878038-1682765610-7476,dev.makves.ru,Устин Яковлев,Склад,Кладовщик/экспедитор,U.Yakovlev,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;31;32,0,0
26,1171,S-1-5-21-3686381713-1037878038-1682765610-2179,dev.makves.ru,Шарль Моисеенко,1С ЕРП,"",Sh.Moiseenko,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;33;34,0,0
27,7743,S-1-5-21-3686381713-1037878038-1682765610-8781,dev.makves.ru,Чилита Сирко,ИТО,Специалист технической поддержки СЕТЕЙ,Ch.Sirko,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
28,1717,S-1-5-21-3686381713-1037878038-1682765610-2729,dev.makves.ru,Бронислава Костина,Бухгалтерия,Бухгалтер,B.Kostina,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;51;52,0,0
29,4018,S-1-5-21-3686381713-1037878038-1682765610-5038,dev.makves.ru,Зураб Иванов,Секретариат,Секретарь,Z.Ivanov,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;37;38,0,0
30,4066,S-1-5-21-3686381713-1037878038-1682765610-5086,dev.makves.ru,Эдуард Самойлов,ИТО,Специалист технической поддержки СЕТЕЙ,E.Samoylov,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
31,432,S-1-5-21-3686381713-1037878038-1682765610-1431,dev.makves.ru,Иннокентий Гришин,ИТО,Специалист технической поддержки АРМ,I.Grishin,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
32,2729,S-1-5-21-3686381713-1037878038-1682765610-3744,dev.makves.ru,Пелагея Права,Склад,Кладовщик/экспедитор,P.Prava,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;31;32,0,0
33,927,S-1-5-21-3686381713-1037878038-1682765610-1932,dev.makves.ru,Пётр Крюков,ОУП,Младший специалист,P.Kryukov,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;39;40,0,0
34,1353,S-1-5-21-3686381713-1037878038-1682765610-2363,dev.makves.ru,Устин Павлив,Аппарат управления,Зместитель директора,U.Pavliv,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
35,2720,S-1-5-21-3686381713-1037878038-1682765610-3735,dev.makves.ru,Гелена Молчанова,1С ЕРП,"",G.Molchanova,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;33;34,0,0
36,591,S-1-5-21-3686381713-1037878038-1682765610-1592,dev.makves.ru,Никодим Павлик,Аппарат управления,Зместитель директора,N.Pavlik,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
37,2071,S-1-5-21-3686381713-1037878038-1682765610-3083,dev.makves.ru,Юзефа Овчаренко,Юридический отдел,Юрист/юрист-консульт,Yu.Ovcharenko,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
38,7086,S-1-5-21-3686381713-1037878038-1682765610-8120,dev.makves.ru,Виктория Сердюк,Бухгалтерия,Бухгалтер,V.Serdyuk,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;51;52,0,0
39,4691,S-1-5-21-3686381713-1037878038-1682765610-5712,dev.makves.ru,Йошка Гаврилов,Аппарат управления,Зместитель директора,Iy.Gavrilov,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
40,520,S-1-5-21-3686381713-1037878038-1682765610-1521,dev.makves.ru,Святослав Юдин,1С ЕРП,"",S.Yudin,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;33;34,0,0
41,1742,S-1-5-21-3686381713-1037878038-1682765610-2754,dev.makves.ru,Чечилия Тарасова,Отдел продаж,Менеджер по продажам,Ch.Tarasova,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
42,2198,S-1-5-21-3686381713-1037878038-1682765610-3212,dev.makves.ru,Элла Морозова,Филиал 2,"",E.Morozova,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;27;28,0,0
43,4783,S-1-5-21-3686381713-1037878038-1682765610-5804,dev.makves.ru,Клим Пономарёв,Юридический отдел,Юрист/юрист-консульт,K.Ponomarev,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
44,1433,S-1-5-21-3686381713-1037878038-1682765610-2443,dev.makves.ru,Илья Хохлов,Филиал 1,"",I.Khokhlov,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;29;30,0,0
45,2923,S-1-5-21-3686381713-1037878038-1682765610-3938,dev.makves.ru,Фаина Павлова,Филиал 2,"",F.Pavlova,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;27;28,0,0
46,1572,S-1-5-21-3686381713-1037878038-1682765610-2583,dev.makves.ru,Тит Орлов,Секретариат,Секретарь,T.Orlov,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;37;38,0,0
47,337,S-1-5-21-3686381713-1037878038-1682765610-1336,dev.makves.ru,Тит Чикольба,Секретариат,Секретарь,T.Chikolba,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;37;38,0,0
48,3663,S-1-5-21-3686381713-1037878038-1682765610-4682,dev.makves.ru,Жанна Мясникова,Склад,Кладовщик/экспедитор,Zh.Myasnikova,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;31;32,0,0
49,899,S-1-5-21-3686381713-1037878038-1682765610-1904,dev.makves.ru,Шарль Коровяк,Юридический отдел,Юрист/юрист-консульт,Sh.Korovyak,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
50,3441,S-1-5-21-3686381713-1037878038-1682765610-4458,dev.makves.ru,Харита Агафонова,Аппарат управления,Зместитель директора,Kh.Agafonova,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
51,544,S-1-5-21-3686381713-1037878038-1682765610-1545,dev.makves.ru,Богдан Иваненко,Аппарат управления,Зместитель директора,B.Ivanenko,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;53;54,0,0
52,846,S-1-5-21-3686381713-1037878038-1682765610-1851,dev.makves.ru,Леопольд Стрелков,Юридический отдел,Юрист/юрист-консульт,L.Strelkov,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
53,849,S-1-5-21-3686381713-1037878038-1682765610-1854,dev.makves.ru,Чеслав Дроздов,Отдел продаж,Менеджер по продажам,Ch.Drozdov,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
54,6498,S-1-5-21-3686381713-1037878038-1682765610-7527,dev.makves.ru,Лукиллиан Куликов,Отдел закупок,Старший специалист по закупкам,L.Kulikov,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;47;48,0,0
55,1444,S-1-5-21-3686381713-1037878038-1682765610-2454,dev.makves.ru,Илларион Горобчук,Отдел продаж,Младший специалист,I.Gorobchuk,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
56,534,S-1-5-21-3686381713-1037878038-1682765610-1535,dev.makves.ru,Аким Негода,Бухгалтерия,Бухгалтер,A.Negoda,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;51;52,0,0
57,742,S-1-5-21-3686381713-1037878038-1682765610-1745,dev.makves.ru,Владислав Передрий,Филиал 1,"",V.Peredriy,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;29;30,0,0
58,4972,S-1-5-21-3686381713-1037878038-1682765610-5993,dev.makves.ru,Тимур Белоусов,ОУП,Младший специалист,T.Belousov,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;39;40,0,0
59,1300,S-1-5-21-3686381713-1037878038-1682765610-2309,dev.makves.ru,Осип Брагин,Охрана труда,Охранник труда 2 степени,O.Bragin,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;41;42,0,0
60,2758,S-1-5-21-3686381713-1037878038-1682765610-3773,dev.makves.ru,Гелена Ковальчук,Филиал 1,"",G.Kovalchuk,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;29;30,0,0
61,7013,S-1-5-21-3686381713-1037878038-1682765610-8047,dev.makves.ru,Гелена Савина,Отдел продаж,Младший специалист,G.Savina,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;49;50,0,0
62,7544,S-1-5-21-3686381713-1037878038-1682765610-8581,dev.makves.ru,Светлана Бутко,Отдел продаж,Старший специалист,S.Butko,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;49;50,0,0
63,1140,S-1-5-21-3686381713-1037878038-1682765610-2148,dev.makves.ru,Эдуард Мишин,АХО,Административный менеджер,E.Mishin,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;45;46,0,0
64,1449,S-1-5-21-3686381713-1037878038-1682765610-2459,dev.makves.ru,Болеслав Пасичник,ИТО,Специалист технической поддержки АРМ,B.Pasichnik,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,5,2;8;10;11;19,9;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54,1,0
65,3678,S-1-5-21-3686381713-1037878038-1682765610-4697,dev.makves.ru,Янита Романенко,Охрана труда,Руководитель группы,Ya.Romanenko,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;41;42,0,0
66,2877,S-1-5-21-3686381713-1037878038-1682765610-3892,dev.makves.ru,Яна Белова,ОУП,Младший специалист,Ya.Belova,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;39;40,0,0
67,1737,S-1-5-21-3686381713-1037878038-1682765610-2749,dev.makves.ru,Октябрина Лихачёва,ОУП,Младший специалист,O.Likhacheva,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;39;40,0,0
68,810,S-1-5-21-3686381713-1037878038-1682765610-1814,dev.makves.ru,Николай Кузьмин,ОУП,Младший специалист,N.Kuzmin,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;39;40,0,0
69,931,S-1-5-21-3686381713-1037878038-1682765610-1936,dev.makves.ru,Любомир Дьячков,Отдел закупок,Старший специалист по закупкам,L.Dyachkov,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;47;48,0,0
70,1654,S-1-5-21-3686381713-1037878038-1682765610-2666,dev.makves.ru,Диана Герасимова,Отдел продаж,Младший специалист,D.Gerasimova,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;49;50,0,0
71,1197,S-1-5-21-3686381713-1037878038-1682765610-2205,dev.makves.ru,Жигер Сердюк,Бухгалтерия,Бухгалтер,Zh.Serdyuk,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;51;52,0,0
72,6488,S-1-5-21-3686381713-1037878038-1682765610-7517,dev.makves.ru,Сава Виноградов,Юридический отдел,Юрист/юрист-консульт,S.Vinogradov,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
73,2162,S-1-5-21-3686381713-1037878038-1682765610-3175,dev.makves.ru,Татьяна Родионова,ИТО,Специалист технической поддержки СЕТЕЙ,T.Rodionova,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,2;8;10;11;19,9;25;26;43;44,1,0
74,2231,S-1-5-21-3686381713-1037878038-1682765610-3245,dev.makves.ru,Регина Анисимова,Секретариат,Секретарь,R.Anisimova,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;37;38,0,0
75,3522,S-1-5-21-3686381713-1037878038-1682765610-4539,dev.makves.ru,Жасмин Алчевска,Отдел закупок,Специалист по закупкам,Zh.Alchevska,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;47;48,0,0
76,779,S-1-5-21-3686381713-1037878038-1682765610-1783,dev.makves.ru,Клим Лапин,АХО,Рабочий,K.Lapin,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;45;46,0,0
77,1859,S-1-5-21-3686381713-1037878038-1682765610-2871,dev.makves.ru,Берта Александрова,Юридический отдел,Юрист/юрист-консульт,B.Aleksandrova,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
78,185,S-1-5-21-3686381713-1037878038-1682765610-1182,dev.makves.ru,Зуфар Павлив,АХО,Рабочий,Z.Pavliv,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;45;46,0,0
79,823,S-1-5-21-3686381713-1037878038-1682765610-1827,dev.makves.ru,Ян Гаврилов,АХО,Танцор диско,Ya.Gavrilov,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,2,10;11,25;26;45;46,0,0
80,7468,S-1-5-21-3686381713-1037878038-1682765610-8505,dev.makves.ru,Искра Галкина,Юридический отдел,Юрист/юрист-консульт,I.Galkina,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,10;11,25;26;35;36,0,0
